prob.dir,min.log.penalty,max.log.penalty
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr16:46510000-88389383,7.1461329143304,9.30754743344685
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr14:19050000-107289540,7.72948356892338,10.6590568317824
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr14:19050000-107289540,7.86645745608409,11.8772494350987
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr2:162200000-234003741,7.98164473303564,9.99915021717862
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr14:19050000-107289540,7.61265735825483,10.7549005034398
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr3:60000-66170270,8.02197331441427,9.38100900276705
ATAC_JV_adipose/samples/AC2/MSC77/problems/chr16:46510000-88389383,8.52901291582644,9.0944781932753
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr16:46510000-88389383,7.17799724934293,Inf
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr14:19050000-107289540,7.71890188295167,12.1238842423952
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr16:46510000-88389383,7.43394598648653,10.0325869835786
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr16:46510000-88389383,8.02248228324047,10.9484309532597
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr14:19050000-107289540,7.01284587833529,11.5139758123143
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr14:19050000-107289540,6.90488837619971,11.7106697122209
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr14:19050000-107289540,6.88393206868818,11.9876595493084
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr6:60000-58087659,8.66574941879953,9.88106400442308
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:87000000-142766515,7.77350536848312,11.7607744714447
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:87000000-142766515,7.84879442993351,7.9384518244117
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:87000000-142766515,7.35294382928675,10.0515659969956
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr2:162200000-234003741,8.41484955424418,11.1362061919783
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr14:19050000-107289540,7.63496916657949,11.8093479802931
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr3:60000-66170270,8.08343032949855,9.51128700095196
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr14:19050000-107289540,7.10739922470563,8.59494211469723
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr14:19050000-107289540,7.32664201383415,8.31959845064768
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr3:60000-66170270,8.06448167905969,10.4522753161227
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr6:60000-58087659,9.31758629161799,10.0325742670314
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr14:19050000-107289540,7.06592928636033,8.80117733927313
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr16:46510000-88389383,7.75228968197738,7.81705562131707
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr14:19050000-107289540,6.85390199098222,8.21746492770444
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr1:17175658-29878082,6.39790648945885,Inf
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,9.24391491072601,10.2786784106424
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00S2P_WTSI/problems/chr5:49600000-91636128,6.20968643240191,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR1_H3K27ac/S00278_NCMLS/problems/chr3:60000-66170270,5.67953471208059,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR4_H3K27ac/S00F9Q_WTSI/problems/chr16:46510000-88389383,5.8948037911004,8.08086474281545
H3K27ac-H3K4me3_TDHAM_BP/samples/GR8_H3K4me3/S00U5B_WTSI/problems/chr5:49600000-91636128,5.59667488312895,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S002KJ_NCMLS_Mono/problems/chr10:51448845-125869472,5.67671018477622,5.75466173498265
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S002KJ_NCMLS_Mono/problems/chr8:87000000-142766515,5.61643210218106,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S00DKC_McGill_nTC/problems/chr10:51448845-125869472,6.26665811046748,6.84541036342068
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S00E9U_McGill_nTC/problems/chr10:51448845-125869472,5.92858257153447,6.60280481968229
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S00HVB_McGill_nTC/problems/chr10:51448845-125869472,6.07609576158726,6.39415582709414
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S00JYY_McGill_nTC/problems/chr10:51448845-125869472,6.18114794192058,6.36355993039646
H3K27ac-H3K4me3_TDHAM_BP/samples/Input/S00JYY_McGill_nTC/problems/chr3:60000-66170270,6.30386949719169,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono12_H3K27ac/S00W45_WTSI/problems/chr5:49600000-91636128,5.88037817225814,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono12_H3K27ac/S00WP0_WTSI/problems/chr5:49600000-91636128,5.68367309415551,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono1_H3K27ac/S001GV_NCMLS/problems/chr1:30028082-91800000,7.0345791003401,7.04349972631887
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono1_H3K27ac/S001GV_NCMLS/problems/chr4:75452279-190000000,7.2085884055884,7.25892798165515
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono1_H3K27ac/S0020M_NCMLS/problems/chr4:75452279-190000000,6.94321488379908,7.91817591346158
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono3_H3K27ac/S006UK_NCMLS/problems/chr5:49600000-91636128,5.74382207477789,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono5_H3K27ac/S00HVB_WTSI/problems/chr5:49600000-91636128,5.78626509630199,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/Mono6_H3K27ac/S00KFV_WTSI/problems/chr5:49600000-91636128,5.83920550641819,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/nTC12_H3K27ac/S00XK6_McGill/problems/chr5:49600000-91636128,6.41029749846899,Inf
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr3:60000-66170270,7.21161461270271,8.20687357132893
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr3:60000-66170270,7.34662885874553,7.83226940957128
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr4:75452279-191044276,7.99039987371442,14.5355795092935
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr14:19000000-107289540,7.4388586966264,11.5462501863162
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr6:95830543-157559467,7.34698226597681,12.4108092869601
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr7:100606043-130154523,6.67056041785837,12.7851380487301
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr4:75452279-191044276,7.49287786600778,13.6005748876263
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr4:75452279-191044276,7.34303922562564,13.2078729685848
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr4:75452279-191044276,7.18342517325245,12.5786340771572
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr4:75452279-191044276,7.49749402260708,12.9138736630462
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr4:75452279-191044276,8.63586012253483,13.8859615952517
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr4:75452279-191044276,7.88708153966937,13.2384051859085
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:21178113-87668206,8.06413055404097,9.54517658353332
H3K4me3_PGP_immune/samples/monocyte/McGill0058/problems/chr2:21178113-87668206,7.88903239591653,8.62958593883199
H3K4me3_PGP_immune/samples/tcell/McGill0006/problems/chr2:149790582-234003741,7.83178859172672,8.81364052997226
H3K4me3_PGP_immune/samples/tcell/McGill0006/problems/chr9:70835468-92343416,7.45370138662089,7.61340517790036
H3K4me3_PGP_immune/samples/tcell/McGill0010/problems/chr3:60000-66170270,7.22779557132838,7.58276744834089
H3K4me3_PGP_immune/samples/tcell/McGill0010/problems/chr9:70835468-92343416,7.630430360558,7.7022370471015
H3K4me3_PGP_immune/samples/tcell/McGill0026/problems/chr1:30028082-103863906,8.12263409869454,9.37359089072827
H3K4me3_PGP_immune/samples/tcell/McGill0026/problems/chr9:70835468-92343416,8.07886425752654,8.47172348981589
H3K4me3_PGP_immune/samples/tcell/McGill0027/problems/chr9:70835468-92343416,8.19137569211818,8.38921971469746
H3K4me3_PGP_immune/samples/tcell/McGill0028/problems/chr21:14338129-42955559,7.36349115313899,7.62149909327451
H3K4me3_PGP_immune/samples/tcell/McGill0102/problems/chr9:92678796-133073060,8.50011598514399,9.68971610436636
H3K4me3_PGP_immune/samples/tcell/McGill0107/problems/chr9:70835468-92343416,8.22897186687548,8.78673664044717
H3K4me3_TDH_immune/samples/bcell/McGill0091/problems/chr10:60000-17974675,7.92341162544313,8.87837664152969
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr3:93504854-194041961,10.3365480336913,10.3646054663737
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr3:93504854-194041961,7.7832551621681,7.87298017436668
H3K4me3_TDH_immune/samples/tcell/McGill0028/problems/chr2:33200000-87000000,7.34815794213167,9.18789124564979
H3K4me3_XJ_immune/samples/monocyte/McGill0058/problems/chr16:46385801-88389383,7.04580550274756,11.924918924689
H3K4me3_XJ_immune/samples/monocyte/McGill0079/problems/chr22:20609431-50364777,6.48180690739673,10.6516886274818
H3K4me3_XJ_immune/samples/monocyte/McGill0101/problems/chr18:18510898-52059136,8.69289314429646,12.4326029057059
H3K4me3_XJ_immune/samples/tcell/McGill0004/problems/chr15:29209443-82829645,7.59001428125973,11.4550556595468
H3K4me3_XJ_immune/samples/tcell/McGill0004/problems/chr22:20609431-50364777,6.04475919992949,10.1987372494579
H3K4me3_XJ_immune/samples/tcell/McGill0006/problems/chr18:18510898-52059136,6.71237624049742,6.89858831303666
H3K4me3_XJ_immune/samples/tcell/McGill0006/problems/chr21:14338129-42955559,7.90410687154146,8.90699042114976
H3K4me3_XJ_immune/samples/tcell/McGill0007/problems/chr16:46385801-88389383,6.63769026579421,9.05564314578348
H3K4me3_XJ_immune/samples/tcell/McGill0008/problems/chr16:46385801-88389383,6.0325517916641,10.8229894140415
H3K4me3_XJ_immune/samples/tcell/McGill0010/problems/chr16:46385801-88389383,6.41784307561922,7.25755922805152
H3K4me3_XJ_immune/samples/tcell/McGill0025/problems/chr1:30028082-103863906,7.11322985316841,7.77654377006576
H3K4me3_XJ_immune/samples/tcell/McGill0026/problems/chr1:30028082-103863906,6.80787869931539,7.76600415093126
H3K4me3_XJ_immune/samples/tcell/McGill0026/problems/chr22:20609431-50364777,5.80834634553151,9.3128732479032
H3K4me3_XJ_immune/samples/tcell/McGill0028/problems/chr1:30028082-103863906,7.15081751992189,9.47982793548121
H3K4me3_XJ_immune/samples/tcell/McGill0102/problems/chr21:14338129-42955559,9.62976655630032,11.1921575917924
H3K4me3_XJ_immune/samples/tcell/McGill0106/problems/chr1:30028082-103863906,7.51235957108016,8.7566885600054
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr16:46510000-88389383,6.87261839591241,Inf
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr11:69774695-87688378,6.91648436603162,9.319608012647
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr11:69774695-87688378,7.44586239495663,12.0284634838155
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr16:46510000-88389383,7.43646719441633,10.2317834065854
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr16:46510000-88389383,8.50922898838288,10.318121994634
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:51448845-125869472,8.39992980454967,11.1302138084905
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:66500000-109373470,7.44289152163183,10.4605579309277
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr14:19050000-107289540,7.58307680318136,9.98276446365579
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr4:75452279-190000000,8.84035960820883,11.4805559365569
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:87000000-142766515,7.67758194376818,10.1661058250371
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:18024675-38818835,7.93145740772573,10.7798800888479
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:66500000-109373470,7.82208319571185,10.3346561073488
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr2:162200000-234003741,7.74987826106827,9.9884335254548
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr8:48135599-86500000,7.80516857338113,11.1960138335283
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr1:206482221-223747846,7.25462002538847,8.9962008550089
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr14:19050000-107289540,8.4278510024687,10.0434710096185
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr2:162200000-234003741,7.71348593808684,9.41018277730466
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr8:87000000-142766515,7.52540220319144,7.69668224823441
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr12:66500000-109373470,7.85469564748386,9.51064714873875
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr2:162200000-234003741,8.04112186932295,8.2216831889304
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr3:60000-66170270,8.5938713370879,8.78424327562496
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr4:75452279-190000000,9.10803335362081,10.9127630371492
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr8:87000000-142766515,8.36117462846903,9.24689228834444
ATAC_JV_adipose/samples/AC2/MSC77/problems/chr14:19050000-107289540,8.51244329024119,10.4517892036554
ATAC_JV_adipose/samples/AC2/MSC77/problems/chr2:162200000-234003741,7.80612225980315,9.44860766981123
ATAC_JV_adipose/samples/AC2/MSC77/problems/chr8:48135599-86500000,7.70586913979209,9.85581149002713
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr11:69774695-87688378,7.43665263511833,11.9751816244645
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr14:19050000-107289540,7.98453367361069,11.9175452659486
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr2:162200000-234003741,7.73250436552133,9.89007777490612
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr12:66500000-109373470,7.57950250371516,10.8913201197947
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr2:162200000-234003741,8.2410574436902,8.64125421667373
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr8:87000000-142766515,7.31811904959917,7.49225205540676
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr1:206482221-223747846,7.26174811315534,9.97584437052676
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr3:60000-66170270,8.69818213147728,10.3372245580267
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr8:87000000-142766515,7.82906768841451,7.92888658847278
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr16:46510000-88389383,7.57048860365015,10.7557038088907
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr14:19050000-107289540,8.1654297403645,8.56601444118406
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr14:19050000-107289540,7.59475983659829,7.71855692763603
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr1:206482221-223747846,6.30835870654985,6.90976591001663
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr3:60000-66170270,8.46738898734906,10.0877231881007
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr3:60000-66170270,7.01136665729301,8.51638606998162
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr10:18024675-38818835,8.15558579158221,8.55232977422112
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr1:206482221-223747846,6.5802396705102,8.67622176139493
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr3:60000-66170270,8.05226380776374,10.1673814440995
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr4:75452279-190000000,9.15550919035118,10.8086079956722
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr14:19050000-107289540,8.10388543372291,12.8270933475283
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr10:18024675-38818835,7.07584344735796,9.18639590582977
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr10:51448845-125869472,8.34306029522831,11.5494122451784
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr1:206482221-223747846,6.72600916568123,6.99698423904058
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr12:66500000-109373470,7.81490755958736,11.0560641591652
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr16:46510000-88389383,7.96574722522109,10.1153402954717
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr2:162200000-234003741,7.3664036385767,10.2494624840564
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr3:60000-66170270,7.41514852469123,9.15271757475105
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr1:206482221-223747846,6.35506197786802,7.43335563624217
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:66500000-109373470,7.24133899834753,8.52406039768403
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr16:46510000-88389383,7.17169789855511,10.5918591554964
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr2:162200000-234003741,7.39836700564511,10.0255032263208
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr3:60000-66170270,7.63766037020321,10.1686521295709
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr14:19050000-107289540,8.06228401761769,13.0970841594145
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr1:206482221-223747846,6.70993368795298,7.32327809255265
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr16:46510000-88389383,7.49749039259322,10.2494738394598
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr22:20700000-50364777,6.81106574420027,7.60015805681927
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr3:60000-66170270,8.15693147119879,9.6085288737763
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr1:206482221-223747846,6.83636712809838,9.76133476026849
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr14:19050000-107289540,8.40626479210768,12.1562641820957
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr16:46510000-88389383,7.29699994304703,10.5601903022676
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:87000000-142766515,7.97499976645822,11.5317076498535
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr16:46510000-88389383,7.66344433594379,11.013911751069
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr2:162200000-234003741,8.19385108190816,8.87209790520235
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr22:20700000-50364777,7.49197859810441,7.6107122891909
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:48135599-86500000,7.71219824797913,11.7002571070116
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr14:19050000-107289540,8.28101597248965,11.8689144666767
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr10:18024675-38818835,8.96365453983405,11.8406706080001
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr1:206482221-223747846,6.93980211313472,6.95004315196465
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr16:46510000-88389383,8.68445669283912,9.86960163934447
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr4:75452279-190000000,8.83618527363477,11.7317185362587
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr16:46510000-88389383,8.25401418097013,9.6510935174493
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr3:60000-66170270,8.3935709332695,9.01581080326361
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr16:46510000-88389383,7.04402498311443,10.8573895043853
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:66500000-109373470,7.37111299471701,9.05515934811767
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:66500000-109373470,7.48929454348818,9.19701611548507
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr3:60000-66170270,8.36419711595821,10.9919737728603
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,9.08552230353512,11.5609005660857
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Stanford_/problems/chr4:75452279-190000000,9.85469056018429,12.9368300300829
CTCF_TDH_ENCODE/samples/H1hESC/H1-hESC_CTCF_Sg__HudsonAlpha_/problems/chr4:75452279-190000000,9.30547878918312,10.6213100639467
CTCF_TDH_ENCODE/samples/HeLaS3/HeLa-S3_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,9.00512251658787,10.6062005097757
CTCF_TDH_ENCODE/samples/HeLaS3/HeLa-S3_CTCF_Sg__UW_/problems/chr4:75452279-190000000,9.97712478165947,10.8106870748781
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__Broad_/problems/chr3:60000-66170270,10.1758599677144,12.185723909443
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__HudsonAlpha_/problems/chr4:75452279-190000000,9.78798674096628,9.84466858622934
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UTA_/problems/chr3:60000-66170270,10.249648887438,13.4753090689966
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UTA_/problems/chr4:75452279-190000000,10.0319944434558,12.1728406920497
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,10.2872817377942,11.392906704323
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr3:60000-66170270,10.3141048483986,12.7255373507423
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr4:75452279-190000000,10.4181297672135,12.4266681586011
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr3:60000-66170270,10.3014221676224,11.7793090243175
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr4:75452279-190000000,9.43179330241476,10.7127286038992
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00SPG_WTSI/problems/chr5:49600000-91636128,6.15264798369789,Inf
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00TT4_WTSI/problems/chr5:49600000-91636128,6.04390135713653,Inf
