prob.dir,test.fold,class.improved,class.initial,label.improved,label.initial
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr3:60000-66170270,1,9.42883781682675,9.42883781682675,9.42883781682675,9.42883781682675
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr3:60000-66170270,2,9.42883781682675,9.42883781682675,9.42883781682675,9.42883781682675
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr3:60000-66170270,4,9.42883781682675,9.42883781682675,9.42883781682675,9.42883781682675
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr4:75452279-190000000,1,11.4146440310035,11.4146440310035,11.7725387678456,11.4146440310035
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr4:75452279-190000000,3,11.4146440310035,11.4146440310035,11.8146440310034,11.4146440310035
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr4:75452279-190000000,4,11.5146440310035,11.4146440310035,11.7883282415298,11.4146440310035
ATAC_JV_adipose/samples/AC1/MSC83/problems/chrX:37148256-49242997,1,8.0755347594225,7.4755347594225,9.89323744765352,10.2932374476535
ATAC_JV_adipose/samples/AC1/MSC83/problems/chrX:37148256-49242997,2,7.9755347594225,7.4755347594225,9.89323744765352,10.2932374476535
ATAC_JV_adipose/samples/AC1/MSC83/problems/chrX:37148256-49242997,3,8.0755347594225,7.4755347594225,9.89323744765352,10.2932374476535
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr10:18024675-38818835,1,11.0150533490769,11.0150533490769,11.4150533490769,11.0150533490769
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr10:18024675-38818835,3,11.0150533490769,11.0150533490769,11.4150533490769,11.0150533490769
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr10:18024675-38818835,4,11.2150533490769,11.0150533490769,11.4150533490769,11.0150533490769
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr11:69774695-87688378,1,9.95847517531789,9.95847517531789,9.95847517531789,9.95847517531789
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr11:69774695-87688378,3,9.95847517531789,9.95847517531789,9.95847517531789,9.95847517531789
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr11:69774695-87688378,4,9.95847517531789,9.95847517531789,9.95847517531789,9.95847517531789
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr12:145739-7189876,1,10.5023777011526,11.3627642733274,11.0035269964449,11.3627642733274
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr12:145739-7189876,2,10.4009042665424,11.3627642733274,11.0045066404616,11.3627642733274
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr12:145739-7189876,3,10.5458211278946,11.3627642733274,11.0381014951178,11.3627642733274
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr14:19050000-107289540,2,9.8718534457077,9.8718534457077,9.8718534457077,9.8718534457077
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr14:19050000-107289540,3,9.8718534457077,9.8718534457077,9.8718534457077,9.8718534457077
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr14:19050000-107289540,4,9.8718534457077,9.8718534457077,9.8718534457077,9.8718534457077
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr16:46510000-88389383,1,9.41367548993543,9.41367548993543,9.63472812151437,9.41367548993543
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr16:46510000-88389383,2,9.41367548993543,9.41367548993543,9.61367548993542,9.41367548993543
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr16:46510000-88389383,3,9.41367548993543,9.41367548993543,9.71367548993543,9.41367548993543
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr1:206482221-223747846,1,8.80286330864244,8.80286330864244,8.80286330864244,8.80286330864244
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr1:206482221-223747846,2,8.80286330864244,8.80286330864244,8.80286330864244,8.80286330864244
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr1:206482221-223747846,4,8.80286330864244,8.80286330864244,8.80286330864244,8.80286330864244
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr3:60000-66170270,1,9.64020768241751,9.64020768241751,9.84020768241751,9.64020768241751
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr3:60000-66170270,2,9.64020768241751,9.64020768241751,9.84020768241751,9.64020768241751
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr3:60000-66170270,4,9.64020768241751,9.64020768241751,9.84020768241751,9.64020768241751
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr4:75452279-190000000,1,10.890079369957,10.890079369957,10.890079369957,10.890079369957
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr4:75452279-190000000,3,10.890079369957,10.890079369957,10.9427109489044,10.890079369957
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr4:75452279-190000000,4,10.890079369957,10.890079369957,10.890638344168,10.890079369957
ATAC_JV_adipose/samples/AC1/MSC91/problems/chrX:37148256-49242997,1,8.82562278092966,7.92562278092966,10.3520255573599,10.4520255573599
ATAC_JV_adipose/samples/AC1/MSC91/problems/chrX:37148256-49242997,2,8.72562278092966,7.92562278092966,10.3520255573599,10.4520255573599
ATAC_JV_adipose/samples/AC1/MSC91/problems/chrX:37148256-49242997,3,8.82562278092966,7.92562278092966,10.3520255573599,10.4520255573599
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:18024675-38818835,1,9.76528499280638,9.76528499280638,10.0652849928064,9.76528499280638
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:18024675-38818835,3,9.76528499280638,9.76528499280638,10.0678981770269,9.76528499280638
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:18024675-38818835,4,9.76528499280638,9.76528499280638,10.0652849928064,9.76528499280638
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:51448845-125869472,2,8.70717706968789,9.76507180652999,9.2808612802142,9.76507180652999
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:51448845-125869472,3,8.77559812231947,9.76507180652999,9.26507180652999,9.76507180652999
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:51448845-125869472,4,8.96507180652999,9.76507180652999,9.26507180652999,9.76507180652999
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr11:69774695-87688378,1,8.72568130333626,8.72568130333626,8.82568130333626,8.72568130333626
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr11:69774695-87688378,3,8.72568130333626,8.72568130333626,8.87831288228363,8.72568130333626
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr11:69774695-87688378,4,8.72568130333626,8.72568130333626,8.82568130333626,8.72568130333626
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:145739-7189876,1,10.8920957836751,10.8920957836751,10.91688073775,10.8920957836751
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:145739-7189876,2,10.8920957836751,10.8920957836751,10.9541456451709,10.8920957836751
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:145739-7189876,3,10.8920957836751,10.8920957836751,11.0710431520961,10.8920957836751
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:66500000-109373470,2,8.95172472626468,8.95172472626468,8.95172472626468,8.95172472626468
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:66500000-109373470,3,8.95172472626468,8.95172472626468,8.95172472626468,8.95172472626468
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:66500000-109373470,4,8.95172472626468,8.95172472626468,8.95172472626468,8.95172472626468
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr14:19050000-107289540,2,8.7829206335206,8.7829206335206,8.7829206335206,8.7829206335206
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr14:19050000-107289540,3,8.7829206335206,8.7829206335206,8.7829206335206,8.7829206335206
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr14:19050000-107289540,4,8.7829206335206,8.7829206335206,8.7829206335206,8.7829206335206
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr16:46510000-88389383,1,8.67183971677613,6.07183971677613,9.15016033934506,9.14489718145032
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr16:46510000-88389383,2,8.57183971677613,6.07183971677613,9.17647612881874,9.14489718145032
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr16:46510000-88389383,3,8.6823660325656,6.07183971677613,9.14611328934243,9.14489718145032
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:206482221-223747846,1,7.40902336659367,7.90902336659367,7.82141584363114,7.90902336659367
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:206482221-223747846,2,7.30902336659367,7.90902336659367,7.84060231396209,7.90902336659367
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:206482221-223747846,4,7.60902336659367,7.90902336659367,7.84060231396209,7.90902336659367
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:521368-2634220,1,9.37881198507145,9.37881198507145,9.77881198507144,9.37881198507145
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:521368-2634220,3,9.37881198507145,9.37881198507145,9.82036323160884,9.37881198507145
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:521368-2634220,4,9.57881198507144,9.37881198507145,9.77881198507144,9.37881198507145
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr22:20700000-50364777,1,9.19843745720352,8.89843745720352,9.71949008878247,8.89843745720352
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr22:20700000-50364777,2,9.19843745720352,8.89843745720352,9.75106903615089,8.89843745720352
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr22:20700000-50364777,4,9.49843745720352,8.89843745720352,9.71949008878247,8.89843745720352
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr2:162200000-234003741,2,8.99039747507926,8.99039747507926,8.99039747507926,8.99039747507926
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr2:162200000-234003741,3,8.99039747507926,8.99039747507926,8.99039747507926,8.99039747507926
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr2:162200000-234003741,4,8.99039747507926,8.99039747507926,8.99039747507926,8.99039747507926
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr3:60000-66170270,1,9.08842214228355,8.88842214228355,9.48842214228355,8.88842214228355
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr3:60000-66170270,2,8.88842214228355,8.88842214228355,9.48842214228355,8.88842214228355
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr3:60000-66170270,4,9.28842214228355,8.88842214228355,9.48842214228355,8.88842214228355
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr4:75452279-190000000,1,10.1604577745935,10.1604577745935,10.1604577745935,10.1604577745935
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr4:75452279-190000000,3,10.1604577745935,10.1604577745935,10.1604577745935,10.1604577745935
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr4:75452279-190000000,4,10.1604577745935,10.1604577745935,10.1604577745935,10.1604577745935
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr6:60000-58087659,1,8.65936019436896,9.77929800760484,9.16050948965476,9.77929800760484
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr6:60000-58087659,2,8.55788675975766,9.77929800760484,9.16152201838429,9.77929800760484
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr6:60000-58087659,3,8.70280362110681,9.77929800760484,9.19508398832848,9.77929800760484
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:48135599-86500000,2,8.74584444329028,7.58153961689425,9.34944681720665,9.74897657278735
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:48135599-86500000,3,8.89076130464203,7.58153961689425,9.38304109258581,9.74897657278735
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:48135599-86500000,4,9.06435994973521,7.58153961689425,9.3596013025428,9.74897657278735
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:87000000-142766515,2,7.88506246373506,7.51137825320875,8.48500177875879,8.92184388402195
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:87000000-142766515,3,8.01137825320874,7.51137825320875,8.52184388402195,8.92184388402195
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:87000000-142766515,4,8.19558877952453,7.51137825320875,8.45342283139037,8.92184388402195
ATAC_JV_adipose/samples/AC2/MSC70/problems/chrX:37148256-49242997,1,8.97065365978987,9.55966351897076,9.47180295507892,9.55966351897076
ATAC_JV_adipose/samples/AC2/MSC70/problems/chrX:37148256-49242997,2,8.86918022517826,9.55966351897076,9.47278259909607,9.55966351897076
ATAC_JV_adipose/samples/AC2/MSC70/problems/chrX:37148256-49242997,3,9.01409708652928,9.55966351897076,9.50637745375349,9.55966351897076
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:18024675-38818835,1,9.35566874849297,9.35566874849297,9.35566874849297,9.35566874849297
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:18024675-38818835,3,9.35566874849297,9.35566874849297,9.35566874849297,9.35566874849297
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:18024675-38818835,4,9.35566874849297,9.35566874849297,9.35566874849297,9.35566874849297
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:51448845-125869472,2,8.99526962251674,9.89526962251674,9.49526962251674,9.89526962251674
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:51448845-125869472,3,9.09526962251674,9.89526962251674,9.49526962251674,9.89526962251674
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:51448845-125869472,4,9.19526962251674,9.89526962251674,9.49526962251674,9.89526962251674
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr11:69774695-87688378,1,8.54249204694717,8.54249204694717,8.54249204694717,8.54249204694717
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr11:69774695-87688378,3,8.54249204694717,8.54249204694717,8.54249204694717,8.54249204694717
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr11:69774695-87688378,4,8.54249204694717,8.54249204694717,8.54249204694717,8.54249204694717
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:145739-7189876,1,10.7346588114921,10.7346588114921,10.7346588114921,10.7346588114921
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:145739-7189876,2,10.7346588114921,10.7346588114921,10.7346588114921,10.7346588114921
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:145739-7189876,3,10.7346588114921,10.7346588114921,10.7346588114921,10.7346588114921
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:66500000-109373470,2,9.07836965158423,9.07836965158423,9.07836965158423,9.07836965158423
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:66500000-109373470,3,9.07836965158423,9.07836965158423,9.07836965158423,9.07836965158423
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:66500000-109373470,4,9.07836965158423,9.07836965158423,9.07836965158423,9.07836965158423
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr14:19050000-107289540,2,9.18377893085112,9.18377893085112,9.18377893085112,9.18377893085112
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr14:19050000-107289540,3,9.18377893085112,9.18377893085112,9.18377893085112,9.18377893085112
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr14:19050000-107289540,4,9.18377893085112,9.18377893085112,9.18377893085112,9.18377893085112
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr16:46510000-88389383,1,8.95518539601317,8.95518539601317,9.35518539601317,8.95518539601317
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr16:46510000-88389383,2,8.95518539601317,8.95518539601317,9.35518539601317,8.95518539601317
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr16:46510000-88389383,3,8.95518539601317,8.95518539601317,9.40781697496054,8.95518539601317
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:206482221-223747846,1,7.21427179176211,7.59125031175298,7.71542108705898,7.59125031175298
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:206482221-223747846,2,7.11279835715447,7.59125031175298,7.716403244679,7.59125031175298
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:206482221-223747846,4,7.43838916672882,7.59125031175298,7.72655521640903,7.59125031175298
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:521368-2634220,1,9.39355162533191,8.99355162533191,9.79355162533191,8.99355162533191
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:521368-2634220,3,9.39355162533191,8.99355162533191,9.79355162533191,8.99355162533191
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:521368-2634220,4,9.39355162533191,8.99355162533191,9.79355162533191,8.99355162533191
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr22:20700000-50364777,1,8.12057458365334,8.22057458365334,8.57846932049544,8.22057458365334
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr22:20700000-50364777,2,8.02057458365334,8.22057458365334,8.60478510996913,8.22057458365334
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr22:20700000-50364777,4,8.32057458365333,8.22057458365334,8.59425879417965,8.22057458365334
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr2:162200000-234003741,2,8.86915589324407,8.86915589324407,8.86915589324407,8.86915589324407
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr2:162200000-234003741,3,8.86915589324407,8.86915589324407,8.86915589324407,8.86915589324407
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr2:162200000-234003741,4,8.86915589324407,8.86915589324407,8.86915589324407,8.86915589324407
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr3:60000-66170270,1,8.88242972290193,8.88242972290193,9.28242972290193,8.88242972290193
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr3:60000-66170270,2,8.88242972290193,8.88242972290193,9.28242972290193,8.88242972290193
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr3:60000-66170270,4,9.08242972290193,8.88242972290193,9.28242972290193,8.88242972290193
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr4:75452279-190000000,1,10.6005371481108,10.6005371481108,10.6005371481108,10.6005371481108
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr4:75452279-190000000,3,10.6005371481108,10.6005371481108,10.6005371481108,10.6005371481108
